place_id,review_id_hash,rating,published_at_date,english_review,sentiment,label
ChIJLwrBox_8aS4RliYRhhzvVbQ,d28eefaa0525c2707bf9161f9554b023,3,2024-03-10,Reasonable,0,0
ChIJDxLIs9Whei4R-F3saJk9GwY,7db2a63fab435c5a6d42ce47b3cf2abb,1,2022-05-14,"Reservations for bukber for 2 people were not taken care of, when asked the answer was just sitting freely, even though it was clear there were no empty seats, the staff looked indifferent, when asked again it turned out there was a coordination problem for the morning shift, they didnt inform them about the afternoon shift, and I dont know what actually happened, or maybe the reservation was just for 2 people so its not taken care of",0,1
ChIJWZwEf0P51y0R9Z7oQzvqbWI,6dc0319ca4354eeacc686f6c435882ad,3,2021-05-14,"The place is in the corner of L2, where we can see VFS Tashell and Sim Corner right below the location. Can be reached using the elevator. The menu here is standard like cafes in general. The last time I ordered an Oreo shake it tasted pretty good.",0,0
ChIJcVP99kWUaS4R0ByHZymv3pY,1bf7551db6b4c9af7c6b50479ecf945f,3,2020-05-15,"Good, comfortable and safe",0,0
ChIJ15YTxhH5ei4R-1FnFrhyIqI,b31600c1dd50779cf96e90871be03fa4,3,2023-12-12,"delicious drink, cheap seller, not friendly, rude, no manners",0,1
ChIJ2a2lz4zzaS4R785dswtwEbg,cba015be03ce091ce891265e7f577552,1,2023-05-13,Long,0,0
ChIJQcC01TKHeC4RIQkdaz9p-7s,dda879eaa76fe1764a00d229235b0cbc,1,2023-09-12,Not worth it for children... Its too calculating to just add soy sauce. Elsewhere its cheaper and tastes better. Also the service is better. Ill never come back again,0,1
ChIJ2Sexf4dvei4RRvc5CywioWw,3b908008cbf6aff995477e3518441cfa,2,2022-05-14,Nice,0,0
ChIJyS7cyu771y0R1TMWFsXxIE8,f7199f8dac89ca7e897324020eec9921,2,2023-09-14,Very bad service for a long time,0,1
ChIJRU-EbnP71y0RliaCcmforHw,ff0af6dd2e7cd95d216f611ee1f7d0cd,3,2023-12-12,"Same place with mie pinangsia, price moderate. Taste not bad. Hot & Cold drink a bit more expensive than the other cafe. Small Cup Cappucino price 22K",0,1
ChIJU8aDJuH3aS4R8QbfZPsslRQ,d6000b282560c88a0f9cd7bd6699ccee,1,2022-05-13,"Sorry, the katsu is really hard, my friends dimsum is also a bit stale",0,1
ChIJ2zttVir5aS4R1uUH_mcGqxE,589bebf29a8efef1b407a75ed7c716a0,2,2024-03-14,"Not enough recommendations, the food and drinks are too sweet and salty. Even though the place is nice and comfortable, the prices are also standard. Needs to be improved further for the taste of the food. Just ordering sweet tea is like drinking sugar water.",0,1
ChIJ1T4KzeYlcC4RxO5yMvSGm_E,dce507e5ab46a6fdcbb45319e0f1a5f5,1,2024-03-11,Very long... Not recommended for hungry people...,0,1
ChIJlfapuaW1ei4RLVGh2c4I11E,481afc1222e95916d6d3a2b94bec1713,2,2023-06-14,"The queue is not clear, come first and do it later. The staff were asked, just grinning.     (05/18/23)",0,1
ChIJaeVePEjnaC4RG-NXopihS2c,6e7b7139b97b42d5a9638417854b55dd,1,2023-09-14,"ate for 12 here to break the fast but the service took a really long time, sometimes up to 1 hour, the taste of the food wasnt worth the price, in the end we still paid but were really disappointed",0,1
ChIJQedinjL9aS4RY4kMtmwDjPc,0271310da1323158bed215677a6e34a3,1,2024-04-30,"This is the last time I visit this place. Since the last manager and many staff members resigned, this has not been good service. Staff not well trained. And if I want to pay with cash, its not even possible. If they cant, dont pay, they refer to the Currency Law, all payments in rupiah must be accepted by all business actors in Indonesia. It is recommended that the payment system that applies every time a transaction occurs is an optional payment system.",0,1
ChIJX0mEj_b3aS4R1ofZTAuU0ro,984bc94238897d5f6ca67ca827518f02,1,2021-05-13,Damage,0,0
ChIJ39lZMmbzaS4RNSi9FQkNFfY,9c4aa26b5811b5f9588787866bf0bbd4,2,2023-12-13,"The cafe is really nice, I really like the cute interior, the downstairs and upstairs rooms are just as nice, the place is comfortable, no wonder there are lots of WFC people here because the ambience is really chill, but its really a shame to order the orange milky, the Ket menu uses vanilla ice cream and vanilla syrup but the one that came didnt have any ice cream that really tasted like squeezed oranges in a blender with milk I swear it didnt live up to expectations especially since the price was pricey, dude, just dont worry about it, just buy the ambience, not the drink.",0,1
ChIJG5Y1YEpXei4R75Tm0vT5G84,c8475bced9de73f07eb43f2c8e33e976,2,2024-04-12,"Actually the place is nice but the service is bad, obviously there were no customers other than me at that time but the barista (and also the cashier at that time) was on the phone but didnt turn it off even though he saw me coming, until finally I sat down but I was already in a bad mood and the barista was annoyed hahaha. But the place is really nice, very suitable for WFC!!! And its really cozy, basically 5 stars for the ambience",0,1
ChIJbe8tOs6MaS4R5QApuOqpyFc,0a16037950366772b8bf7af4ec6d10c7,1,2024-01-10,"It feels like the food and drinks are really bland, really disappointed even though the kitchen looks intentional but the products arent really there. Try to evaluate the managements place of business, poor businessman if the incompetent person turns out to be the cook",0,1
ChIJPyuzqJ1fei4RhOI2Si-RXTk,ca611fa023eab3c95fe573d4e0abfd88,1,2024-01-12,"The cashier is rude, his face is dirty, he is not friendly, 1/10, the taste of the food is 5/10.",0,1
ChIJX7z8_r6L1i0RjWGipMk5_k0,25a7a9227f7b17178579f48e9b609534,3,2021-05-12,Comfortable place,0,0
ChIJ3Zy6h-6_eS4R3_f8mXSjccE,8bb695f5ff313a53ea8fb300744310db,3,2023-05-14,Its been a long time     the atmosphere is delicious but the food just happened to be there and it tasted salty,0,1
ChIJxbTbU4PvaS4RJk0xukDy7d0,5ce8288f91df561ba5f05341fd7a2ea5,2,2024-03-14,The service is really bad,0,1
ChIJjTX4gcnzaS4RhLPA1Y4_Ypo,eac559a1e2410281ec5f62eac80f3785,1,2023-05-13,"It takes a long time to prepare the food, if you hurry its not recommended",0,1
ChIJw0rR7z6pei4RyvKlA-h8Kcg,fc546fbd0f8e6490da11f17048d973ca,3,2020-05-14,Delicious and delicious,0,0
ChIJiZN1dSb1aS4ROy666aX4q7s,972a051f3358499f43011487cee7ddec,3,2024-04-10,"Delicious, but takes a long time to cook, around 70 minutes",0,1
ChIJQSjBxCRYei4RgOaAeBW-pA4,acc0b1ad8021947465695e37e67afcf2,2,2023-05-14,"I often come here because its close to home and the food is delicious. Usually I come for online meetings or webinars because here, Sis, its good if theres a music webinar thats turned down. But today June 4 I am very disappointed. Not like usual today, there are 3-4 people looking after him and his sister is chatting loudly and laughing. So noisy. Its really annoying... plus the music is really loud. Its really annoying and Im tired of it. After this I wont come again. Not recommended for those looking for a quiet place to work. My suggestion is for managers to provide training to staff so they can be better at their work. Dont chat or make noise to disturb guests who are working online.",0,1
ChIJT-hCi-YTZS4RgZa31ReW-90,0131a75fb7ede256cde4e6ce25edb6fb,1,2024-02-14,"The food is not bad but the service takes a long time, there are also examples from the cashier who is not very thorough which makes you not in the mood, the person guarding the parking lot is also flirtatious",0,1
ChIJOYvlXrP-aS4R0i2BoEsYqLQ,3a37711ad76d98e05dde3335c19d65d1,1,2023-11-10,"Waiting for a really long time to get my order, especially the telephone number cant be contacted... Please replace it with a telephone number that is always active and can be contacted. How come MM Juices class is like this...???",0,1
ChIJ8QCJJwhXei4RN6L2EcsadAQ,f7fb73295bd0032c87da0e4d44acebd0,1,2024-04-14,Too long,0,1
ChIJofZlAl--eS4RUOagXGLoL-c,b89a13605fdfde7e225b1eb46f1f4a45,3,2021-05-14,Reasonable,0,0
ChIJ8cGfLO33aS4Rtyd0hUtUuIk,558df2e0c0156c3a8cc8c1a1ea033dc8,3,2021-05-13,"Cheap prices with jumbo portions. With a price of 10,000 you are guaranteed to get a delicious drink. The location is very easy to find, located near the Cengkareng Regional Hospital. Service is okay, but sometimes there is a queue to buy it.",0,0
ChIJ08eseDf3aS4R0tEQxPlMAaE,0bf0596483f304db8a592a0efef4ecdf,1,2023-10-10,"There are lots of mosquitoes, the table for eating is very close to the trash can... The contents of fresh refilled tea are old tea water... Dont say refill if the contents are only tea water whose color is faded + not cold  ... Think again if you want to come here better look for another place",0,1
ChIJo86X1qf9aS4RFo3KolAxqRU,6dc004cc37589d02d403da938001c248,1,2022-05-10,"Its really cool, its a rocknroll place",0,0
ChIJZYK8k1BP0S0RcH8g-IHhGDw,36eb3ff226cc942359b6622b7efd14ad,1,2024-01-14,"The noodles are delicious, cheap. But the service is really bad. Just ordered 2 noodles without drinking for more than half an hour. Even though there was no one else eating there, there were only 2 tables. Just then I scolded him in the kitchen, because it was closer there. They seemed to be throwing tgungjwb forward, and some of them there were playing with nail polish. What a shame, even though the noodles are delicious. Please fix it again.",0,1
ChIJfae0qnrEeS4RiG5tWEAy4KU,72362e6dcb3bb2131a8939676d168a89,3,2022-05-14,The soup is delicious,0,0
ChIJj47VvBzl2S0RH68l9n2-VSQ,d23e4ba846ecf3fa274c13d230a40c51,3,2023-07-14,"Its a comfortable place to hang out, but yesterday when I went there the food took a really long time to arrive",0,1
ChIJ6c1ghJ_Lei4RGBJV1ipZj94,c49599f30dadc3a2986a9c7ad9afd99d,2,2022-05-14,"I visited because it seemed like the catering was really popular... It turned out when I got there the chickens were really small, which was very disappointing. One thing that is delicious is the sambal matah",0,1
ChIJU5wHrKdZei4R81iLiLM7tuw,7241ccb76e61fa5fb3a8132cec3166f4,1,2023-05-12,"The restaurant with the worst service in the Jalan Palagan area. I ordered take away Krax tofu. After half an hour, I automatically asked, the answer was actually confusing. There wasnt an apology for taking so long, but instead they answered, You can see for yourself if its not there in the pickup basket. I swear Ive given up. Even though it seems like the owner himself is serving it.",0,1
ChIJ91vyuocDQi4R8doBfbGfCx8,2557c676b89b899198adbf4395108d18,1,2022-05-10,Unseen Location,0,0
ChIJcyVg3ob5aS4RScEmM5Iv_-8,0bad1c7db156747817df04d58fb9083f,2,2023-05-10,"I ordered take away, but my order was the boilas package, why did it make it so salty, I dont know, I usually buy it, its not this salty, I usually like to buy it delicious, the potatoes are really salty, I cant eat them because theyre too salty, the burgers are also salty, Its okay, the cheese is tasty and has some saltiness, but there is an aftertaste which in my opinion is not normal salty. Try to educate or retrain the employees, I will change the review if the owner replies to my review. Thank You.",0,1
ChIJfRzynB1bei4RMQDnW1lmYKI,b501238e58bcf0338153ad72bc3ae05a,3,2021-05-12,"Slow response, please maintain taste and improve the service even better",0,1
ChIJb9AgwhtXei4RXigcsC4eEeY,97b2b29ff6e695b1c0d603ea1f04eaf8,3,2023-11-14,"The food and drinks are VERY DELICIOUS. The pastry is flaky and tastes expensive. The coffee is delicious, the cream is delicious. Just really disappointed with the place. I came here hoping it could be a place to work all day. But the indoor cafe is really hot. As a hot person, I really cant stand the heat, so I felt like rushing out. In fact, if the place is comfortable, we can buy a lot and come here often. Theres only one AC and theres no cold air at all. Even though Jogja is really hot. TLDR, I suggest you just come here to take away, because the pastry is really that delicious. Maybe the best I had in Jogja.",0,1
ChIJ_5oQWpj6aS4R2Wnfm_yyT_4,35aa05b08b594cfe80ed89d526c26c47,1,2022-05-10,The waiter lacked Yu Hui,0,1
ChIJPfh0utgHQi4RnMgKUhktlD4,7192bfce7dfaf1cf28e4b06b95d4180d,1,2023-11-10,The cleanliness of the front terrace of the shop is really dirty and smells bad :( There was leftover ice cream that wasnt cleaned. The cleanliness is really bad,0,1
ChIJcy54XghF0S0RmgyN2Ycgwms,570d37c4cba0da38053e46a129de32f9,1,2023-08-14,Unfriendly service! The mall still has operational hours but it refuses customers! Just close the management.,0,1
ChIJBQSpO0P51y0RlGuaA9tYO6g,d2b0d6394d1bcaa1b584b6ec00ad4f16,1,2021-05-14,"Buyers are ignored, sellers are busy playing games",0,1
ChIJf7aBuYiBdy4R6Ndy1sRcjPc,c7b112951aedc8840f1a2f18775cf5aa,3,2021-05-12,Excellent,0,0
ChIJeY-qt-EfcS4RwEXVVfFVx0o,cbf05e9cdf8a01362c3da4e2304a5800,3,2023-12-14,"The steak is just ordinary hehe, not good enough",0,1
ChIJAQAAAGn7ei4RPG3Zdd0CVIA,ef816b0db90d0472d414be1f4e1f6070,1,2023-11-14,"HONEST REVIEWS OF MANY SEAFOOD PLACES IVE VISITED. THIS PLACE WAS VERY UNIMPRESSIVE FOR ME: 1. I THINK ITS LESS WORTH IT. SHOCKED BY THE SIZE OF THE CRAB WHICH WAS NOT LISTED SMALL CRAB. CONTINUOUSLY WHAT DOES A SMALL CRAB LOOK LIKE? MUST BE REALLY CUTE. 2. WANT TO ADD RICE. SAID ITS FIT, CANT HAVE ANY MORE. EH, THE TABLE OPPOSITE YOU CAN ORDER RICE. WE HAVE TO BOTHER GOING OUT TO BUY RICE. THIS IS SEVERE. 3. TASTE DEPENDS ON TASTE. BUT I THINK THE BLACK PEPPER SEASONING IS SWEETEST, ESPECIALLY IF YOU DONT USE RICE. Its like eating compote. ITS DELICIOUS JUST THE SWEETNESS.",0,1
ChIJ7Qbg_q7Hbi4RdwAiS_l-2ek,04f1840a1d462b94c4040bd497b5f53a,1,2023-09-11,"The music isnt loud enough, boss I should just use a speaker for the celebration",0,1
ChIJoYWO27P1aS4RGUOyEAGq-1E,7b2030757cdd970c46cd5a01d74b60a6,1,2022-05-13,"Coming here during the fasting month makes me crazy, orders take a really long time. Drink until youve finished eating and go out. It took more than 1 hour to order, even though it wasnt very busy, my suggestion is to improve the cooking in the kitchen",0,1
ChIJ-_9vCpWidy4Rz3H3U1rq2P4,d0ddad664127595fa86a0a3f04274d57,1,2023-08-14,"Please pay more attention to peoples orders, its really busy on weekend nights when people order the set. 8pm until the set. 10 times the food didnt come, even though the food was delivered to the visitors after me... my child was so hungry he was already complaining, the waiter asked 3 times what my order was but he was still waiting and it wasnt delivered it was really bad... his intention was to wash the car at the same time as ordering food, the car was not finished After washing the food, it didnt come yes wes, we just have to go home.. Im not in the mood anymore..!!",0,1
ChIJ82pzz8n3aS4R4bslzimnCtQ,4fb2f22bcc42e42e50b95a670f9cacb8,1,2023-05-13,"The service is not friendly, especially the male baristas, the quality of the food and drinks does not match the expensive prices. The facilities are incomplete, please improve them, thank you",0,1
ChIJSUJVXSb7ei4RbLdH59d-rLo,b92d74dcf2a10eb867192857bf85fe5a,1,2023-09-14,"dirty table, asked for tissue there was no tissue, said the service, the service was not friendly, the lady was rude",0,1
ChIJ2f1h90kuei4Rx_bWXgorvLU,78a18a00e2540e407b7e8cece463122a,2,2024-03-11,"There are lots of drink recipes on YouTube, you can use it as a reference I think the price is not worth it",0,1
ChIJBQ-5kW3zaS4Rif0-LMcdA-g,f261d448037584af508a1e1f3605780d,3,2024-05-06,"Berdasarkan pengalaman yg sy alami, dari nasi nya sy merasa kurang kering. Rasa jg kurang ada gurihnya termasuk dagingnya. Tp kl snacknya enaklah segitu. Kebab, samosa jg yg lain.",0,1
ChIJRxzzp4oB2C0RVGRb5LhFE8g,b13e867ce6c2ceb163a94802bca9a0c8,3,2022-05-14,Nice and friendly,0,0
ChIJWW8ZUCEjQi4R2rI3otVHKKw,e0d240cc4fac03713f8a7992d00c7003,3,2020-05-14,Jossh,0,1
ChIJDc4stSNbei4RV8-M0Ncy51Y,bcc6f91f3af12f1da55d84c843a4104f,3,2024-04-21,"The location is okay, the place is clean. But the food is still not delicious and pricey",0,1
ChIJCdnusQ7laS4RQfugVrOflGw,f9ce39f21c8d95f12b30e7adedac8fcb,1,2023-10-14,"WHY BUY THE BOBA SERIES AND GIVE YOU A SMALL STRAW! I THINK IT COULD BE SUCKED, ITS SO HARD, THE BOBA IS HARD, OH ITS EXPENSIVE. MENDING (BOBA INDONESIA)",0,1
ChIJp9K8zW1AeC4R7yAcfuXXVKQ,3ef112b23b2bf3111146d0b08c444d0f,3,2023-07-12,Nice place Unfortunately its a big place on the side of the road Dust during the dry season from passing vehicles,0,1
ChIJEyJ6-C9Yei4RPcXTNcNHG0w,020eac31c1b56f8c6b993abb168465c4,1,2023-05-14,"Its already too expensive, the food is getting stale",0,1
ChIJwWfcYjOpei4RYRUWdQnN9N0,2c0b4fe78483f95899f55e31b3255e89,3,2022-05-14,"The dishes are varied...they taste...delicious Man, make it maxi...even though its near the main road, its not noisy...okay, juice",0,1
ChIJn7tB_xfxaS4RhdLdWOgtbGw,04739fb3232837bbce6aa290ed25e5c1,1,2024-02-10,"It doesnt match the opening hours, it arrived at 8 but it opens at 9 even though on Google it opens at 7. Believe it really opens at 7 because there is a photo on Google of the breakfast menu at 7, I was fooled",0,1
ChIJp9K8zW1AeC4R7yAcfuXXVKQ,ed22815a78d40ccea3d40d4e065064ef,1,2023-05-12,Location Unclear,0,0
ChIJdZ-3z2r71y0R9kPeeKNWX8w,fbd897446a6a16b9b145a4ff24a85b67,1,2023-07-12,Got a Gofood order but theres no goods... messing with the driver who is at work... Its detrimental to the driver,0,1
ChIJK1W77PWjdy4RQrs7YeW-zzU,c21d316841e0e5be3a1d1a0e1dd2c281,2,2024-02-14,Buy iced matcha & milk tea but it doesnt taste like most water. Edamame tastes salty. The only thing thats delicious is the fried potatoes,0,1
ChIJSxjuwoMNeC4R8GARL-6msj4,1f380223ae8e11bba8f0e683e111f7d1,3,2024-02-14,"The location is easy to reach, the atmosphere is comfortable for drinking coffee while relaxing",0,0
ChIJBw4Zeq_a1y0RpVS6V3lINxs,c0338020388651d560ac3fd99942c0d1,1,2022-05-14,Tdk tau,0,0
ChIJg-lLFNv1aS4R-2BKA5PKL2Y,cd829dce5bdc9f0d9b437272d50d1365,3,2023-12-10,"Opens at 10 am and breaks at 2 pm, opens again at 5 pm. Quite expensive for roadside seafood. Per portion 65 thousand. Meals for 4 up to 470 thousand hahaha The service was okay because the waiter was offered fresh tea again when he saw that our drinks had finished. But if you come here, dont be surprised by the price of the bill, heheh",0,1
ChIJdySUBO0ldy4RstOdDC826PQ,92ea590b7e0194bebaba453b1da04d77,1,2021-05-14,Go to this address according to the map. Why are you with someone else? G and ky on the map. Its been updated,0,0
ChIJjTE0K834aS4RXK9tAvSxEEc,79dcd87eb3032504ad5686c92975e6ca,1,2022-05-14,"Not good, the seller is not friendly",0,1
ChIJETNUfpfteC4RAO47vTEw3-k,a25ac98abdb4f6c89e5641f20516a6e9,3,2024-02-14,"Message: . beef matah rice, the matah is not spicy, the beef is still a bit fishy . Snack platter, according to price . Aglio e olio, for me its bland, but after asking for more salt and black pepper, its delicious . For the drink, overall good, like the Chapuchino . But the service is really friendly  the atmosphere is cool for hanging out with friends or alone, lots of plugs so its recommended for relaxing tasks . Just a suggestion, to improve the taste of the food, because the place is very strategic, it would be a shame if the taste of the food is not good, the atmosphere is already comfortable, so please improve the way of serving and taste of the food, greetings cemal cemil Parking: Car parking on the side of the road Kid-friendliness: Many menu items are not spicy",0,1
ChIJY0COHB_5aS4RDjoKyj98cLs,3c6b94ea2c891b0fe6e358918ea01c00,3,2023-05-14,"If there are people who eat at the place, sometimes those who order online are left behind. Those who order online and those who eat at the place have to be separated, dont put them together. Because customers dont understand, so sometimes the courier is affected. Even though the restaurant is less professional in serving because they cant tell which is which. Which online ones eat on the spot, try changing the way of service, if its really busy. If you eat at a restaurant, its best to just turn off the restaurant application, dont turn it on if you dont have time to wait for an order to come in",0,1
ChIJyS7cyu771y0R1TMWFsXxIE8,26b1ba9eaf464be24b5891f7d4266d3c,1,2023-11-14,"The atmosphere is pretty good, but in terms of service its bad, the pens take a long time to order, the taste of the drinks is a bit bland, theres a parking fee but just look at it, no help getting the motorbike out",0,1
ChIJu0g2tp2CeC4RxM7ivxST6o8,9eeab17c27a7930e1560681442531e31,1,2024-04-14,Not friendly,0,1
ChIJa2VVOzS_by4Rxv_d7C96T1Q,d427e51bb61eb39bd0615eb0614b4ba0,1,2024-05-13,Buying at this shop requires the right money. The buyer gave a lot of money and didnt get it back Its a shame the service.,0,1
ChIJC_KbAl_zaS4RJvFekDQDIe4,c39e905f740ed0d872045aa6db2c1e10,1,2024-04-13,"Order for breakfasting during Ramadan, already book the menu & down payment 2 days in advance but turns out the food didnt come on time even after adzan there was no food nor drink come (18.30 finally almost all our order came). They only can say  makanan keluar sesuai antrian      the aircon also not working well for the whole room although there are a only a few people at the moment (5 table only). Food portion a bit small and taste so so. Will never come again for sure",0,1
ChIJn1TfUQO_eS4RZGR8kHOOrW8,066e774ac638cd95201312ae432a09a2,3,2024-01-14,"The service is great. The staff are very helpful. So does the atmosphere. However, the food is not that good. The cake is okay. The main course, I ordered a pasta and a chicken Cordon Bleu, are both quite salty. The pasta itself needs to be cooked just slightly longer. While the sauces arent doing much favor for the chicken (they are very salty). With just a lil bit of improvement of the food, I believe this restaurant would be perfect.",0,1
ChIJ16w9VyT1aS4Rajz4bOP_N0g,eaaf72a675d7b031a0424ac908f47065,3,2024-04-13,order a simple menu and with less than half the capacity of visitors it takes 40 minutes. toooo slow!,0,1
ChIJW5tslRvFaC4RiTknFQrV3vw,6da7dfe9e6bfb95acd3e0fa5320ce9c5,1,2024-04-15,"The order came in 15 minutes ago, when it arrived it hadnt been made yet",0,1
ChIJzefKwk1Fei4RnCYhaHLsgkA,d5f3fe27b2dcdc68c5c848d77ddaf9c7,1,2021-05-11,long service. . and sales do not match the queue. . please improve it further,0,1
ChIJfUPZE_b1aS4Rku78dbEnM6Q,85639a8a445c80e813f1e2e391be1b84,3,2024-04-13,"I tried the coffee once and it turned out to be B. Please try not to park on the sidewalk, it makes it difficult for those who want to walk. The parking lot is small but there are a lot of people coming in, so it really eats up the sidewalk for pedestrians. Likewise, when cleaning up puddles, try not to make people want to slip.",0,1
ChIJEyy4LjlZei4RB3Z1jPgpzlE,467632d662a1ddbec24cee9889aece7c,2,2024-04-12,"The place is really cozy, good for relaxing and gathering with family, friends or friends. The parking lot is also spacious. Its worth it. The food and drinks are also really delicious, according to the price and the quality, but whats a pity is the waiter is so rude, right? Everyone is wearing masks, its not friendly. Is it because you are fasting so you feel weak? Wow, please re-evaluate the service, at least smile and avoid masks, so you can respect customers more. Mon, sorry, 2 stars first.",0,1
ChIJb9AgwhtXei4RXigcsC4eEeY,70fbd0e55b2a72e467574a7618234662,1,2024-04-14,"Comfortable place, good service",0,0
ChIJ2YwVmUvxaS4RzgBPCtDnjDU,a34979bfb70da9aa977107ef6bc4a68a,2,2020-05-13,"This is why when you want to enter the complex you have to give your KTP, everything is so complicated",0,1
ChIJIX99MgMgai4ROQ78kr2Zlpc,8a58f072813e3a22ee82825a65269628,1,2024-01-10,Chickens this small are sold to customers on the grounds that the price is economical... its really a loss like this!!! What are you going to eat if the bones are as bad as fried bananas!!! IM NOT TOO GORGEOUS,0,1
ChIJxQIWE1TR1y0RxrlmsRNMKaw,04fcc6d8ca1f733411acd9d437a6c373,3,2020-05-14,Warkop free Wi-Fi Sukorejo behind the pawnshop,0,0
ChIJhe0g5tlpaS4RmKLQy5sR9kg,b192714958daf89082407a46baf4c9d5,1,2020-05-15,Seedy,0,1
ChIJAxCPSRT0aS4RgGHbao0lWlw,8d7daa051eb3c370e44fb1da43798dec,3,2023-06-10,If you nees more quiet place for meeting in.the menteng area this place is a good choice...easy parking... good wedang drinks..service a bit slow,0,1
ChIJ5w9J7Emt1y0RzxdCMAarpug,15453a9fd6a52bab5fde09a63b4d7244,3,2021-05-12,The taste is decent but not like when you first opened it,0,1
ChIJl-p_x8tVaC4R3I6dE7irlio,ab9fe19f5cfe43a691c235705f1d0aa7,1,2023-12-14,"The cromboloni is expensive, the chocolate is a little bit different from the video... Disappointing, not worth the price",0,1
ChIJTTMauBTkaC4RvC3Xpku1xtA,0d24134d0d5ed62317a7bc8f9e23b8ed,3,2023-05-15,Very good & clean,0,0
ChIJtyh5S2rzaS4RmXJW1zwhnT4,7da0d994bbb51815fae460b973a3bb23,1,2024-01-13,"nice place, good food, good drinks but the waiters are not good and not friendly... please pay attention, especially the cashiers... its just a shame the quality of the venue and menu is already ok.",0,1
ChIJ6W2q4qkTZS4RayajkB8y2tc,6a3b0c545da5969ce62ee095efa0f905,1,2023-05-14,Majapahit salary elite job,0,0
ChIJYbYc5erxaS4RhGWZPxuoP4w,338e15d3570edc9f47b31bedd7652808,3,2021-05-13,"When I came here the food was just ordinary, flat and not fresh, but was acceptable",0,1
ChIJr54uMjvvaS4RbTmSvrsuEzg,a1444db6682d5057b3237569dcfb950b,1,2024-05-12,"It took a really long time, waited an hour and didnt get it even though I only ordered 2 Acehnese noodles. Really disappointed",0,1
ChIJ40TOD71Xei4RVrQq5aUvKxM,c9082596520db146beff34e232ad9978,1,2023-11-12,10k For parking lol,0,1
ChIJr0DZ5Qf6aS4Rc1kndZhTKdE,6066bbfc19ecebd4aa2a48cc006412ca,3,2024-05-03,"The baristas are super friendly, the food is delicious, but the atmosphere is really annoying, especially the outdoor area which is beyond expectations, lots of kids hanging out, just messing around as much as they want, the table is covered in tissues, everything is really annoyingly noisy.",0,1
ChIJNbuXzDuNaC4RIwrwFWbuvpo,b9bf22843536c57717042aba6d1af0ab,1,2023-05-11,"ZONK Mesen Waited a long time to use it Come early But the other customers who just arrived came first Order grilled ribs soup The ribs are just bones You only get a bite of meat The soup is also tasteless Chicken with chili sauce Long wait Just arrived Condition of chicken with tofu and tempeh rice Everything is cold Zonk When I arrived, the table where people had been eating wasnt finished, I wondered why It turns out the answer has been answered with experience",0,1
ChIJ7WnWFW1Eei4RfYJi_kGzT6M,af261e80a90ffe9f1acbfb84f9aa4bfa,3,2024-03-11,"If the weather is hot, it really feels hot because there are no fans at all, there are lots of serious mosquitoes, there is very little variety in the heavy food menu, the appearance of the place is just ordinary. But the serving is quite fast, the staff are all friendly, the service is very good, the taste of the food is also quite good, the prices are appropriate.",0,1
ChIJz1F9nJNJaC4RudTkK7pT2kc,6f4427ef5cdea662a6b1eccddb0d940a,1,2024-04-17,"Employees lack training, order less ice instead they are given less normal iced coffee. It seems like there are different people who make coffee, theres one who cant work, which is ruining the restaurants name.",0,1
ChIJ8aTOi9aNQS4R213K00zI1Vs,5ae00f7a3d38eec9a1984aac83351d53,3,2020-05-10,The choice of coffee is limited..service needs to be upgraded,0,1
ChIJuX7_wGaYZS4RMWKojlP7pYE,3c3cb65f11da9bf98b5930dda876353e,2,2023-05-15,"The place is like regular cafes with live music. Its just that the band and singer arent pleasant to listen to, so you can eat really noisy and even invite people to sing.",0,1
ChIJR9rZjP0PaS4RpQDec9J8c18,b5a994aadb81adfbb07a0a18f11214f0,1,2023-05-10,"Sorry, the food is not delicious",0,1
ChIJ-bTNwdX_0y0RnfH-jFaXfIc,145cc58a2ed8ef86091e6481986e62fc,3,2024-04-12,"Recommended place, but please rate the quality & taste of the food. Just B... Remembering a place that is fancy and makes you feel at home. Service is less than complete, aka slow.",0,1
ChIJ0VWL8inteC4Rftj9LHVMExM,1b95b939eaa42a8cb6d82a76d775c004,3,2023-05-14,"This is the first all u can eat in Kadupul, the food is all delicious and worth it for the price of 58 thousand. But unfortunately there is a female waitress wearing a hijab downstairs who is bitchy, even though you eat there, pay for it, dont ask, dont go there anymore, even though the food is delicious, but if the service isnt friendly it also makes you uncomfortable",0,1
ChIJvzMffsyxcC4RiuBXw6uQFWw,9eda8c68c614a5093c819fbd262a8ff5,1,2023-09-11,Panggon pacar ku konangan gendok,0,0
ChIJ_aToxgx4ei4RQio3etEAcT0,7d588e771aa37a7472ccc4588141ba69,1,2022-05-14,is it still there??,0,0
ChIJK7UTh6nvaS4RgaRp1DUo9xM,83814d41183668f0f8277b75e4b4b4cf,1,2023-06-13,After seeing Mamanks culinary review with the title super porridge sad food. The restaurant with the worst quality in Indonesia,0,1
ChIJzf7MEw7zaS4R9sOamt1CVYY,a1b80bfd0830bc8e66dddcacab567408,1,2023-12-13,"Ahhh Disappointed, the Batavia coffee here tastes very different compared to other Djournals, it doesnt have any creaminess, it tastes strange..... Please evaluate it",0,1
ChIJdaTT-nj7ei4R659knx_-3cE,a716e7c18168f971c139bbee8d30a1b7,1,2024-04-14,The cashier is not friendly,0,1
